                2010                   5                   0                   9                   5                   0                   9                   1                   0                   0                   1                   9                   1                   3                 174                   1                   1                   0                   1                   3                  52                  16                  14                   4                   0
                2010                   2                   0                   2                   2                   0                   2                   2                   0                   0                   2                   9                   1                   1                 175                   1                   1                   0                   2                   4                  51                  12                  12                   1                   0
                2010                   3                   0                   3                   3                   0                   3                   1                   0                   0                   3                   9                   1                   1                 178                   1                   1                   0                   1                   2                  46                  12                  12                   0                   0
                2010                   4                   0                   3                   3                   0                   3                   1                   0                   0                   1                   9                   1                   3                 179                   1                   1                   0                   4                   0                  34                  17                  16                   3                   0
                2010                   1                  35                   2                   1                  35                   2                   1                   0                   0                   3                   9                   1                   4                 183                   1                   1                   0                   7                   1                  33                  20                  18                   4                   0
                2010                   1                  14                   1                  10                   0                   3                   1                   0                   0                   3                   9                   1                   3                 187                   1                   1                   0                   1                   0                  30                  16                  16                   3                   0
                2010                   4                   0                   3                   2                   0                   2                   2                   0                   0                   2                   9                   3                   2                 190                   1                   1                   0                   2                   3                  37                  15                  14                   2                   0
                2010                   6                   0                   9                   1                  43                   3                   1                   0                   0                   2                   9                   3                   1                 195                   1                   1                   0                   4                   3                  67                  16                  14                   3                   0
                2010                   4                   0                   3                   4                   0                   3                   1                   0                   0                   1                   9                   1                   4                 196                   5                   1                   0                   2                   3                  64                  18                  18                   4                   0
                2010                   2                   0                   2                   2                   0                   2                   1                   0                   0                   3                   9                   1                   1                 198                   1                   1                   0                   3                   4                  52                  13                  12                   1                   0
                2010                   1                  18                   1                   1                  18                   1                   1                   0                   0                   1                   3                   2                   1                 206                   4                   1                   0                   1                   3                  60                  13                  12                   1                   0
                2010                   4                   0                   3                   4                   0                   3                   1                   0                   0                   1                   3                   1                   3                 209                   1                   1                   0                   1                   1                  38                  17                  16                   3                   0
