"SCH_YEAR_TO_GRADE_1997","PUBID","YSCH-5000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!RACE","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_SAMPLE_TYPE","KEY!RACE_ETHNICITY","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","VERSION_R16","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_LEFT_DATE","CVC_HS_LEFT_HGC","CVC_HS_LEFT_HGA"
7,5374,6,1,6,1984,1,153,12,41200,1,207,1,4,173,14,-4,1,227,186,15,-4,1,240,-4,1,252,-4,1,264,-4,4,276,429,13,1,276,11,12
9,5375,7,1,2,1983,1,169,14,43200,4,207,1,4,190,15,-4,4,228,201,16,-4,-3,239,42500,4,251,27500,4,264,33000,4,278,-5,12,2,257,12,12
7,5376,5,1,6,1984,5,154,12,-4,1,208,1,3,176,14,-4,1,230,185,15,-4,1,239,-3,1,255,51350,1,266,-3,1,276,429,9,0,249,9,10
9,5377,7,1,2,1983,1,170,14,22300,10,208,1,4,191,15,7500,4,229,202,16,-4,6,240,-4,10,254,-5,-5,-5,-5,-5,-5,-5,12,2,257,12,12
6,5378,5,2,10,1984,1,150,12,-4,2,208,1,4,173,14,-4,2,231,181,15,-4,4,239,-4,4,251,-3,9,264,46000,4,275,429,8,0,252,8,8
9,5379,7,1,11,1982,1,171,14,17200,4,206,1,4,195,16,45000,4,230,205,17,-4,4,240,-4,4,253,-3,4,265,107400,4,276,429,15,2,257,12,12
11,5380,9,1,4,1981,1,192,15,48700,1,208,1,4,212,17,-4,1,228,223,18,16030,10,239,28400,10,251,19000,10,264,21500,10,275,429,17,4,233,12,12
8,5381,6,2,12,1983,1,159,13,8700,1,207,1,4,182,15,-4,1,230,191,15,-4,4,239,-4,1,252,19000,1,264,14700,10,275,429,16,4,269,12,12
8,5382,7,2,9,1983,1,164,13,48300,1,209,1,4,183,15,-4,1,228,194,16,-4,1,239,-4,1,252,21500,10,266,34000,10,276,429,12,2,269,12,12
11,5383,9,1,3,1981,1,191,15,-3,1,206,1,4,213,17,-4,1,228,226,18,-2,1,241,-3,1,252,55000,1,264,-3,1,275,429,14,2,233,12,12
8,5384,6,1,5,1983,1,165,13,-3,1,206,1,4,187,15,-4,1,228,198,16,-4,1,239,-4,1,252,-4,1,264,-3,1,275,429,12,2,269,12,12
10,5385,8,1,6,1982,1,180,15,42200,1,210,1,4,197,16,-4,4,227,209,17,-4,4,239,46000,4,252,45500,4,264,50000,4,275,429,15,2,245,12,12
11,5386,10,2,9,1980,1,201,16,246474,1,210,1,4,219,18,-4,1,228,232,19,-2,4,241,-5,-5,-5,-3,4,267,-5,-5,-5,-5,14,2,233,12,12
11,5387,9,2,9,1980,5,197,16,17360,4,206,1,3,218,18,240,10,227,230,19,-2,10,239,22330,10,251,-3,10,264,4330,10,276,429,12,1,261,12,12
8,5388,6,2,3,1984,1,157,13,81500,1,208,1,4,177,14,-4,1,228,188,15,-4,1,239,-4,1,252,-4,1,264,94750,1,275,429,17,4,269,12,12
12,5389,11,2,5,1980,1,205,17,95750,1,210,1,4,223,18,118000,1,228,235,19,137750,1,240,117750,1,252,114750,1,265,113500,1,277,429,17,4,221,12,12
11,5390,9,2,3,1981,2,192,16,8501,4,207,1,1,213,17,-4,4,228,224,18,-2,10,239,-3,10,251,10000,4,264,5000,10,275,429,13,2,233,12,12
11,5391,9,1,9,1980,1,199,16,23500,1,208,1,4,220,18,-4,1,229,231,19,23100,1,240,29500,1,252,62000,1,264,64500,1,281,429,19,4,233,12,12
7,5392,5,2,11,1984,1,149,12,23500,1,208,1,4,170,14,-4,1,229,181,15,-4,1,240,-4,1,251,-4,1,265,-4,1,277,429,12,2,281,12,12
10,5393,8,1,10,1981,1,185,15,41500,1,207,1,4,206,17,-4,1,228,217,18,-4,1,239,6000,10,254,21010,10,266,44276,10,276,429,12,2,245,12,12
8,5394,6,2,11,1983,1,160,13,41500,1,207,1,4,181,15,-4,1,228,192,16,-4,1,239,-4,1,254,-4,1,264,57500,1,276,429,17,4,269,12,12
9,5395,7,1,12,1981,1,182,15,56530,1,206,1,4,206,17,-4,1,230,216,17,-4,1,240,25000,5,252,25000,5,265,55000,4,276,-5,12,2,257,12,12
10,5396,10,1,3,1980,1,203,16,58000,2,206,1,2,226,18,43000,2,229,238,19,26500,6,241,17000,10,252,8000,10,263,5780,10,275,429,10,1,224,10,10
10,5397,8,2,7,1982,1,175,14,58000,1,206,1,2,199,16,-4,1,230,208,17,-4,5,239,2500,10,252,55000,5,264,17500,10,276,429,12,2,245,12,12
9,5398,7,2,7,1983,1,163,13,-3,4,206,1,4,186,15,-4,4,229,195,16,-4,4,238,-4,4,252,-3,10,264,-3,10,275,-5,12,2,257,12,12
12,5399,10,2,2,1980,1,204,16,16030,4,206,1,4,225,18,12058,10,227,237,19,18724,10,239,20696,10,251,42798,4,264,31440,10,275,429,15,2,221,12,12
11,5400,9,1,1,1981,1,193,16,19667,4,206,1,4,216,18,-4,2,229,227,18,73300,3,240,92500,3,255,52500,3,264,24000,10,282,-5,12,2,233,12,12
9,5401,7,2,1,1983,1,172,14,37500,4,209,1,4,191,15,-4,4,228,203,16,-4,4,240,-3,10,253,-3,10,267,77500,10,276,429,17,4,257,12,12
8,5402,6,2,7,1983,1,164,13,30500,1,207,1,4,187,15,-4,1,230,200,16,-4,1,243,-4,1,252,25000,1,264,75250,1,277,429,12,2,269,12,12
-4,5403,10,2,2,1980,1,206,17,28975,4,208,1,4,229,19,30000,4,231,241,20,-2,10,243,15100,10,254,28000,10,264,28000,10,275,429,10,1,201,10,11
9,5404,7,2,7,1983,1,164,13,28975,4,207,1,4,188,15,-4,4,231,197,16,-4,4,240,37300,4,252,-3,4,264,61400,4,275,429,12,2,258,12,12
10,5405,9,2,10,1981,1,188,15,42600,1,210,1,4,206,17,-4,1,228,218,18,-4,1,240,-3,1,252,57750,1,265,-3,1,276,429,16,3,245,12,12
10,5406,8,1,3,1982,1,180,15,73100,2,207,1,4,201,16,-4,2,228,212,17,-4,2,239,95000,2,252,80000,2,264,132750,2,277,-5,16,2,245,12,12
9,5407,7,1,4,1983,1,167,13,73100,2,207,1,4,188,15,-4,2,228,199,16,-4,2,239,-4,2,252,90750,2,264,100000,2,275,-5,18,4,257,12,12
10,5408,8,1,12,1981,1,183,15,68500,1,207,1,4,204,17,-4,1,228,215,17,-4,1,239,74710,1,252,81010,1,264,97020,1,276,429,18,4,245,12,12
9,5409,7,1,12,1982,1,171,14,68500,1,207,1,4,192,16,-4,1,228,203,16,-4,1,239,-4,1,252,74500,1,264,90000,1,280,429,12,2,257,12,12
7,5410,5,2,11,1984,1,148,12,68500,1,207,1,4,169,14,-4,1,228,180,15,-4,1,239,-4,1,252,-4,1,264,-4,1,277,429,17,5,281,12,12
9,5411,7,2,9,1982,1,174,14,77550,1,207,1,4,197,16,-4,1,230,207,17,-4,1,240,-4,1,252,3500,10,264,1200,10,275,429,13,2,257,12,12
9,5412,7,2,10,1982,1,173,14,50213,1,207,1,4,197,16,75500,1,231,206,17,-4,1,240,-4,1,255,-3,10,265,52500,10,276,-5,16,4,257,12,12
10,5413,8,2,1,1982,1,182,15,-3,1,207,1,4,205,17,-4,1,230,215,17,-4,1,240,77000,1,252,2500,1,266,25000,10,275,429,20,6,245,12,12
9,5414,7,2,7,1981,1,188,15,33250,1,207,1,4,212,17,-4,1,231,221,18,-4,1,240,52500,1,252,65000,1,266,41186,1,276,-5,12,2,257,12,12
9,5415,7,1,4,1983,1,167,13,33250,1,207,1,4,191,15,-4,1,231,200,16,-4,1,240,-4,1,252,160500,10,264,22000,10,276,429,12,2,257,12,12
8,5416,6,2,1,1984,1,158,13,-3,1,207,1,4,182,15,-4,1,231,190,15,-4,1,239,-4,1,252,-4,1,264,-3,1,275,429,16,2,269,12,12
11,5417,11,1,5,1980,5,205,17,38616,1,210,1,3,222,18,50000,10,227,234,19,28000,10,239,31600,10,251,20340,10,263,18400,10,275,429,11,1,221,11,12
11,5418,9,2,6,1981,1,190,15,49894,2,208,1,4,213,17,-4,2,231,222,18,-2,10,240,115000,2,252,100000,2,267,52500,2,277,429,13,2,233,12,12
10,5419,8,2,12,1981,1,182,15,34047,1,206,1,4,203,16,-4,1,227,217,18,-4,1,241,40000,1,252,29500,1,263,57500,1,277,429,12,2,246,12,12
9,5420,7,1,10,1981,1,186,15,33000,5,208,1,4,207,17,-4,5,229,216,17,-4,5,238,34500,5,252,73000,5,265,96000,5,276,-5,10,2,258,10,10
10,5421,8,2,2,1982,1,181,15,38100,1,207,1,4,201,16,-4,1,227,212,17,-4,1,238,-4,1,252,69035,1,263,69565,10,276,429,16,4,246,12,12
8,5422,6,2,9,1983,1,162,13,38100,1,207,1,4,182,15,-4,1,227,193,16,-4,1,238,30000,1,252,61006,1,263,58000,1,277,429,14,3,270,12,12
10,5423,8,1,10,1981,5,185,15,58000,1,207,1,2,205,17,-4,1,227,217,18,-4,1,239,58350,1,252,72100,1,263,108200,1,278,429,13,2,246,12,12
8,5424,6,2,11,1983,5,160,13,58000,1,207,1,2,180,14,-4,1,227,192,15,-4,1,239,-4,1,251,-4,1,263,115000,1,278,429,12,2,270,12,12
11,5425,9,2,12,1980,1,195,16,27000,4,207,1,4,215,17,-4,4,227,227,18,-2,4,239,9400,10,252,41100,4,264,60525,4,277,429,18,3,234,12,12
6,5426,4,1,10,1984,1,149,12,27000,4,207,1,4,169,14,-4,4,227,181,15,-4,4,239,-4,4,251,-4,4,265,-4,4,278,429,14,2,294,12,12
10,5427,8,1,9,1981,1,186,15,50000,1,207,1,4,206,17,-4,1,227,218,18,-4,1,239,44400,1,251,65100,1,266,86000,1,281,429,12,2,246,12,12
7,5428,5,1,12,1984,1,147,12,50000,1,207,1,4,167,13,-4,1,227,179,14,-4,1,239,-4,1,251,-4,1,263,-4,1,277,429,14,3,282,12,12
10,5429,8,1,5,1981,1,189,15,54942,6,206,1,4,210,17,-4,1,227,223,18,3000,10,240,24000,10,252,34000,10,264,51429,10,276,429,12,2,246,12,12
8,5430,7,2,9,1983,1,161,13,54942,6,206,1,4,183,15,-4,6,228,193,16,-4,6,238,-4,6,251,-4,6,268,37500,6,277,-5,13,2,270,12,12
8,5431,6,1,11,1983,1,160,13,64400,1,207,1,4,180,14,-4,1,227,192,15,-4,1,239,-4,4,252,-4,4,264,25525,4,279,-5,13,2,270,12,12
7,5432,5,2,9,1983,1,162,13,35000,1,207,1,4,183,15,-4,1,228,195,16,-4,1,240,-4,1,252,20000,1,263,62400,1,277,429,12,2,282,12,12
11,5433,9,1,8,1981,1,188,15,51000,1,208,1,4,210,17,-4,1,230,221,18,64000,1,241,20000,5,256,33000,4,264,3500,4,277,429,16,2,234,12,12
11,5434,10,1,4,1981,1,196,16,-3,1,212,1,4,214,17,-4,1,230,226,18,75500,1,242,99500,1,253,117000,1,263,84000,1,276,429,16,2,234,12,12
-4,5435,8,1,7,1982,1,188,15,25000,1,219,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,5,253,17000,10,263,78000,5,277,429,12,2,258,12,12
9,5436,7,1,3,1982,1,179,14,11242,1,206,1,4,201,16,-4,1,228,213,17,-4,1,240,20750,1,253,42000,1,264,32000,1,277,429,11,1,246,11,11
8,5437,6,1,3,1984,1,155,12,11242,1,206,1,4,177,14,-2,1,228,189,15,-4,1,240,-4,1,253,-4,1,264,40000,1,277,429,17,2,270,12,12
9,5438,7,1,6,1983,1,164,13,27304,2,206,1,4,185,15,-4,2,227,196,16,-4,2,238,-4,4,252,-4,4,265,55000,2,277,429,14,3,258,12,12
12,5439,11,1,5,1980,1,205,17,120000,1,210,1,4,225,18,120000,1,230,235,19,177250,1,240,270543,1,252,285805,1,263,267940,1,276,429,17,5,221,12,12
7,5440,6,1,7,1984,1,155,12,72000,1,210,1,4,172,14,-4,1,227,186,15,-4,1,241,-4,1,252,-4,1,263,-4,1,278,-5,12,2,282,12,12
11,5441,9,1,8,1980,1,199,16,78200,1,207,1,4,219,18,-4,1,227,233,19,291681,1,241,108000,1,252,168200,1,263,130100,1,277,429,15,3,235,12,12
7,5442,5,1,12,1984,1,147,12,78200,1,207,1,4,167,13,-4,1,227,181,15,-4,1,241,-4,1,252,-4,1,263,-4,1,277,429,16,3,282,12,12
9,5443,8,1,7,1982,1,182,15,46000,1,213,1,4,197,16,-4,1,228,208,17,-4,1,239,-4,1,253,97002,1,263,99700,1,276,429,12,2,258,12,12
7,5444,6,2,3,1983,1,174,14,46000,1,213,1,4,189,15,-4,1,228,200,16,-4,1,239,-4,1,253,-4,1,263,36000,1,277,429,15,3,282,12,12
10,5445,8,1,6,1981,5,191,15,87000,1,209,1,3,210,17,-4,1,228,222,18,-4,1,240,270543,1,252,3000,10,264,267940,1,277,-5,12,2,246,12,12
9,5446,7,2,7,1983,5,166,13,87000,1,209,1,3,185,15,-4,1,228,197,16,-4,1,240,-4,1,252,108500,1,264,2000,10,277,429,16,4,258,12,12
-4,5447,6,1,3,1984,1,157,13,35000,1,208,1,4,177,14,-2,1,228,188,15,35000,1,239,-4,1,251,-3,1,263,6500,1,276,-5,-3,2,282,-3,12
10,5448,9,2,5,1982,1,181,15,-3,3,210,1,4,200,16,-2,3,229,212,17,-2,5,241,129000,5,251,12500,10,264,11000,10,278,429,12,2,246,12,12
8,5449,7,1,5,1983,1,169,14,-3,1,210,1,4,190,15,-4,3,231,200,16,-4,3,241,-4,3,252,-4,3,263,267940,3,282,429,16,4,270,12,12
11,5450,10,1,2,1981,1,197,16,-3,1,211,1,4,214,17,-4,1,228,227,18,-4,1,241,84450,1,252,95065,1,264,63702,10,277,429,12,2,234,12,12
11,5451,9,2,10,1980,1,198,16,28750,1,208,1,4,218,18,-4,1,228,231,19,23000,10,241,-3,10,251,30000,10,263,28571,10,277,429,12,2,234,12,12
8,5452,6,2,10,1983,1,162,13,28750,1,208,1,4,182,15,-4,1,228,195,16,-4,1,241,-4,1,251,-4,1,263,37000,1,277,429,16,4,270,12,12
7,5453,5,1,9,1984,1,153,12,22500,4,210,1,4,171,14,-4,4,228,183,15,-4,4,240,-4,4,252,-4,4,263,-4,4,276,429,14,3,282,12,12
8,5454,7,2,9,1983,1,174,14,-4,1,219,1,4,183,15,-4,1,228,195,16,-4,1,240,-4,1,252,-4,1,263,49120,1,278,-5,19,5,270,12,12
11,5455,9,1,9,1980,1,198,16,38000,5,207,1,2,218,18,-2,4,227,232,19,0,-3,241,0,10,257,53500,4,265,0,10,276,429,14,2,246,12,12
8,5456,7,2,4,1982,1,179,14,-4,5,207,1,2,199,16,-2,2,227,210,17,12000,2,238,10000,10,252,38450,10,264,53000,10,279,429,9,1,230,9,10
8,5457,6,2,1,1984,1,158,13,58800,1,207,1,4,181,15,-4,1,230,191,15,-4,3,240,-4,3,253,-4,1,263,48000,4,276,429,12,2,270,12,12
6,5458,4,1,7,1984,1,152,12,58800,1,207,1,4,175,14,-4,1,230,185,15,-4,1,240,-4,1,253,-4,9,264,-4,4,276,429,12,2,294,12,12
8,5459,6,1,8,1982,1,174,14,47000,2,206,1,4,198,16,-4,2,230,210,17,291681,2,242,0,10,253,15000,10,264,10000,10,277,429,9,1,242,9,10
9,5460,7,2,7,1983,1,163,13,50200,3,206,1,4,184,15,-4,3,227,198,16,-4,2,241,-4,2,253,-4,5,263,85500,3,276,429,12,2,258,12,12
8,5461,6,1,10,1982,5,173,14,16800,4,207,1,2,193,16,-4,4,227,207,17,-4,4,241,48600,4,253,25700,4,265,205,10,277,429,10,0,253,10,11
6,5462,5,1,8,1984,1,163,13,-4,4,219,1,4,173,14,-4,4,229,185,15,-4,4,241,-4,2,253,40400,2,264,0,10,277,429,9,1,273,9,10
8,5463,7,2,3,1983,1,180,15,-4,1,219,1,4,189,15,-4,1,228,201,16,-4,1,240,45000,1,253,67650,1,263,16400,10,277,429,12,2,270,12,12
11,5464,10,1,2,1981,1,197,16,40000,1,211,1,4,216,17,-4,1,230,227,18,117000,1,241,94000,4,252,39000,10,264,75000,10,277,-5,16,2,234,12,12
11,5465,10,2,7,1980,5,200,16,7250,5,207,1,3,221,18,-2,10,228,235,19,-2,10,242,6436,5,255,22000,3,263,3400,3,275,429,11,0,228,11,12
10,5466,8,2,2,1981,5,193,16,7250,5,207,1,3,214,17,0,-3,228,228,18,4000,10,242,-5,-5,-5,600,10,266,10000,10,275,429,10,1,223,10,11
8,5467,6,2,8,1983,5,163,13,7250,5,207,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12700,5,255,22700,3,263,3050,10,275,429,9,-3,256,9,10
11,5468,9,2,10,1980,1,200,16,-3,1,210,1,4,218,18,-4,1,228,229,19,-2,1,239,-3,1,252,78000,1,263,20000,10,277,429,13,2,234,12,12
10,5469,8,2,8,1982,1,178,14,-3,1,210,1,4,196,16,-4,1,228,207,17,-4,1,239,22505,1,252,6520,10,265,7300,10,275,429,12,2,246,12,12
10,5470,9,2,9,1982,1,177,14,-3,1,210,1,4,195,16,-4,1,228,206,17,-4,1,239,8000,1,251,10000,1,263,12000,1,276,429,14,3,246,12,12
9,5471,8,1,9,1981,5,189,15,30000,4,210,1,2,206,17,-4,4,227,218,18,-2,4,239,-3,4,251,47820,4,263,33900,4,277,429,12,2,258,12,12
7,5472,7,2,12,1982,5,174,14,30000,4,210,1,2,191,15,-4,4,227,203,16,-2,4,239,-4,4,251,42400,4,263,28500,4,277,429,14,1,262,10,11
11,5473,10,2,3,1981,1,195,16,62000,1,210,1,4,212,17,-4,1,227,227,18,70000,1,242,96000,1,252,22016,10,264,-3,10,277,429,16,4,234,12,12
9,5474,8,1,7,1983,1,169,14,17500,1,212,1,4,186,15,-4,1,229,198,16,-4,1,241,-4,1,252,125025,1,265,267940,1,276,429,20,7,258,11,12
7,5475,6,2,9,1984,1,156,13,104000,1,213,1,4,173,14,-4,1,230,184,15,-4,1,241,-4,1,252,-4,1,263,-4,1,278,-5,16,2,282,11,12
10,5476,9,2,6,1982,1,181,15,25000,4,211,1,4,198,16,-4,1,228,210,17,-4,1,240,-4,1,251,115000,1,263,95000,1,276,429,16,4,246,12,12
8,5477,7,2,6,1984,1,157,13,25000,4,211,1,4,174,14,-4,1,228,186,15,-4,1,240,-4,1,251,-4,1,264,86160,1,277,-5,16,4,270,12,12
9,5478,8,2,5,1983,1,169,14,83000,1,210,1,4,186,15,-4,1,227,199,16,-4,4,240,54070,4,251,-4,4,263,65000,2,277,429,14,3,257,12,12
12,5479,10,2,9,1980,1,199,16,27116,1,208,1,4,221,18,-2,1,230,-5,-5,-5,-5,-5,-3,1,255,43000,10,265,46010,10,277,429,18,4,222,12,12
8,5480,6,2,5,1984,1,155,12,57261,1,208,1,4,174,14,-4,1,227,187,15,-4,1,240,-4,1,253,-4,1,263,72020,1,276,429,18,4,270,12,12
11,5481,9,1,7,1980,1,201,16,36000,1,208,1,4,220,18,-4,1,227,233,19,65125,1,240,67200,1,253,75000,1,264,120808,1,276,429,19,5,234,12,12
9,5482,7,2,7,1982,1,177,14,36000,1,208,1,4,196,16,-4,1,227,209,17,-4,1,240,-4,1,253,70600,1,263,112000,1,276,429,18,5,258,12,12
7,5483,5,1,12,1984,1,148,12,36000,1,208,1,4,167,13,-4,1,227,180,15,-4,1,240,-4,1,253,-4,1,263,-4,1,277,429,15,3,282,12,12
11,5484,9,1,12,1980,1,196,16,78000,1,208,1,4,217,18,-4,1,229,231,19,-2,1,243,-3,1,254,112025,1,265,128500,1,276,429,12,2,233,12,12
9,5485,8,2,3,1983,1,171,14,-4,1,210,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,1,256,-4,1,266,82500,1,275,429,14,3,258,12,12
7,5486,5,1,8,1984,1,151,12,40000,1,207,1,4,174,14,-4,1,230,187,15,-4,1,243,-4,1,252,-4,5,268,52500,5,281,-5,11,0,270,11,11
12,5487,10,2,9,1980,1,199,16,48000,8,208,1,4,221,18,0,-3,230,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,12,2,222,12,12
9,5488,7,1,4,1983,1,168,14,40000,1,208,1,4,188,15,-4,1,228,200,16,80000,1,240,-4,1,253,50000,10,265,18000,10,279,-5,-3,2,258,-3,12
7,5489,5,2,8,1984,1,151,12,40000,1,207,1,4,172,14,-4,1,228,184,15,-4,1,240,-4,1,253,-4,1,265,-4,1,276,429,12,2,282,12,12
8,5490,7,2,5,1984,1,157,13,54040,1,210,1,4,176,14,-4,1,229,187,15,-4,1,240,-4,1,255,-4,1,263,84100,1,277,429,19,4,270,12,12
10,5491,8,1,9,1982,5,175,14,-3,5,208,1,4,197,16,-4,5,230,206,17,-4,5,239,18500,5,256,13800,5,264,36100,5,276,-5,15,2,246,12,12
12,5492,10,1,5,1980,1,202,16,40000,1,207,1,4,225,18,-2,10,230,235,19,-2,10,240,3000,10,252,-3,10,267,-5,-5,-5,429,14,3,221,12,12
10,5493,9,2,9,1981,1,187,15,11500,5,208,1,4,208,17,-2,4,229,219,18,-2,4,240,10000,10,255,-3,10,264,-3,10,276,429,10,0,229,10,11
9,5494,7,1,1,1983,1,171,14,11500,5,208,1,4,192,16,-4,5,229,204,17,-4,4,241,-3,5,253,0,10,268,-3,10,276,429,12,2,257,12,12
8,5495,8,2,7,1982,1,181,15,53200,4,212,1,4,197,16,-2,10,228,210,17,10250,10,241,5000,10,257,6700,10,267,9250,10,277,-5,8,2,233,8,9
10,5496,9,2,3,1981,1,194,16,-3,4,209,1,4,212,17,-2,4,227,224,18,-2,10,239,-3,10,253,-3,10,267,65150,10,276,429,16,4,218,11,12
10,5497,8,1,12,1981,1,183,15,40300,1,207,1,4,203,16,-4,1,227,214,17,-4,1,238,-3,10,253,-3,10,265,20050,10,276,429,12,2,245,12,12
10,5498,9,2,12,1981,1,188,15,-3,2,212,1,4,207,17,-4,2,231,216,18,-4,2,240,-3,10,256,-3,10,266,-3,10,279,429,14,2,245,12,12
7,5499,6,1,3,1984,1,161,13,-3,2,212,1,4,180,14,-4,2,231,189,15,-4,2,240,-4,3,257,-3,2,268,76000,2,279,429,10,1,292,10,11
8,5500,6,1,3,1984,1,158,13,57000,1,209,1,4,180,14,-4,1,231,190,15,-4,1,241,-4,1,255,-4,1,267,78508,1,276,429,17,2,269,12,12
8,5501,7,2,10,1982,1,176,14,12000,4,210,1,4,193,16,-4,5,227,207,17,-4,3,241,-4,4,256,7500,10,269,4500,10,278,429,12,2,269,12,12
11,5502,9,1,5,1981,1,191,15,11500,1,208,1,4,210,17,-4,1,227,222,18,-2,1,239,-3,10,253,-3,10,265,14700,10,277,429,12,2,233,12,12
10,5503,8,2,4,1982,1,180,14,11500,1,208,1,4,199,16,-4,1,227,212,17,-4,1,240,-3,1,253,-3,10,266,-3,10,276,429,14,3,245,12,12
8,5504,6,2,5,1984,1,155,12,11500,1,208,1,4,174,14,-4,1,227,186,15,-4,1,239,-4,1,253,-4,1,265,17500,1,276,429,13,2,269,12,12
10,5505,9,2,10,1981,1,190,15,65300,1,212,1,4,210,17,-4,1,232,219,18,-4,1,241,78250,1,255,77100,1,266,78020,1,278,429,19,5,245,12,12
11,5506,9,2,6,1980,1,200,16,27854,1,206,1,4,221,18,-4,1,227,232,19,-2,1,238,30750,10,254,40408,10,265,-3,10,277,429,12,2,233,12,12
9,5507,7,2,6,1982,1,176,14,-4,1,206,1,4,197,16,-4,1,227,208,17,-4,1,238,-4,1,253,-3,10,268,-5,-5,-5,429,12,2,257,12,12
8,5508,6,2,10,1983,1,160,13,-4,1,206,1,4,181,15,-4,1,227,192,16,-4,1,238,-4,1,253,-4,1,265,-3,10,276,429,12,2,269,12,12
12,5509,10,1,5,1980,1,202,16,45100,1,207,1,4,223,18,-2,10,228,234,19,-2,1,239,-3,10,254,-3,10,266,35100,10,277,429,14,3,221,12,12
7,5510,5,1,8,1984,1,151,12,45100,1,207,1,4,172,14,-4,1,228,183,15,-4,1,239,-4,1,254,-4,1,266,-4,1,276,-5,14,3,281,12,12
9,5511,7,1,1,1982,1,183,15,47808,1,208,1,4,203,16,-4,1,228,214,17,-4,1,239,-4,1,255,-3,1,268,-3,1,280,429,12,2,258,12,12
12,5512,10,1,4,1980,1,203,16,32307,1,207,1,4,224,18,-4,1,228,236,19,-2,10,240,-3,1,253,7502,10,268,30501,10,278,429,13,2,221,12,12
10,5513,8,2,9,1982,1,175,14,46000,1,208,1,4,195,16,-4,1,228,207,17,-4,1,240,-5,-5,-5,-3,1,268,49750,10,280,-5,13,2,245,12,12
8,5514,6,2,7,1984,1,153,12,46000,1,208,1,4,173,14,-4,1,228,185,15,-4,1,240,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,0,-4,-4,-4
9,5515,7,1,7,1982,1,176,14,24200,1,207,1,4,200,16,-4,1,231,211,17,-4,1,242,-4,1,255,129600,1,266,-3,10,277,429,12,2,257,12,12
8,5516,6,1,10,1983,1,163,13,21100,1,209,1,4,182,15,-4,1,228,194,16,-4,1,240,-4,1,255,-4,1,267,-3,1,277,429,12,2,269,12,12
11,5517,9,1,12,1980,1,195,16,24520,2,207,1,4,215,17,-4,2,227,227,18,-2,2,239,-3,2,253,-3,2,266,34000,2,276,429,12,1,227,12,12
11,5518,9,1,12,1980,1,195,16,24520,2,207,1,4,215,17,-4,2,227,227,18,-2,2,239,-3,10,253,55000,2,264,-3,2,276,429,12,2,240,12,12
7,5519,5,1,11,1984,1,148,12,24520,2,207,1,4,168,14,-4,2,227,180,15,-4,2,239,-4,2,253,-4,2,264,-3,2,278,429,10,1,265,10,11
9,5520,7,1,8,1983,1,165,13,15400,4,209,1,4,183,15,-4,4,227,195,16,-4,4,239,-4,4,254,38500,4,265,16500,10,276,429,14,3,258,12,12
7,5521,6,1,3,1984,1,161,13,7200,2,212,1,2,181,15,-2,2,232,191,15,-4,2,242,-4,4,256,-3,9,267,-4,2,279,429,12,2,282,12,12
12,5522,10,1,3,1980,1,206,17,3500,4,209,1,4,225,18,10755,4,228,238,19,47505,10,241,57500,5,254,61500,5,267,49589,4,276,429,12,2,222,12,12
8,5523,6,1,8,1983,1,165,13,3500,4,209,1,4,183,15,-4,4,227,197,16,-4,4,241,-4,4,254,-4,4,265,57500,4,277,429,14,3,269,12,12
7,5524,5,1,11,1984,1,150,12,59000,2,209,1,4,171,14,-4,2,230,182,15,-4,2,241,-4,2,254,-4,2,265,-4,2,278,-5,12,2,281,12,12
9,5525,7,1,6,1983,1,167,13,16500,4,209,1,4,185,15,-4,4,227,199,16,-4,4,241,-4,4,254,-3,4,267,-3,2,276,429,12,2,257,12,12
7,5526,5,2,9,1984,1,152,12,16500,4,209,1,4,170,14,-4,4,227,184,15,-4,4,241,-4,4,254,-4,4,265,-4,2,276,429,14,3,281,12,12
-4,5527,7,2,11,1982,1,172,14,-3,4,207,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,0,207,7,8
